id,title,doc_type,degree,year,university,authors,advisors,co_advisors,abs_text,keyword_text,subject
214,تاثیر هوش مصنوعی بر کارایی بازاریابی کاغذ با نقش میانجی مدیریت دانش,پیشنهاده,کارشناسی ارشد,1402,دانشگاه پیام نور استان اصفهان، مرکز پیام نور وزوان,فرزاد برهانی,علی شاه نظری,عبدالمجید محمدی,افزایش هنگفت حجم داده ها همراه با دسترسی به قابلیتهای قدرت پردازش و فضای ذخیره بر روی دستگاه های دیجیتال در چند سال اخیر توجه جدیدی به هوش مصنوعی در چندین زمینه و رشته علمی به خود جلب کرده اند(انهولم و همکاران، 2021). امروزه راه حلهای هوش مصنوعی همراه با علم داده ها و راه حلهای تحلیلی تجاری مانند سامانه های اطلاعاتی کسب و کار داده های بزرگ و داده کاوی نقش مهمی در مدیریت بسیاری از سازمانهای معاصر ایفا میکنند(چنگ و همکاران، 2020) و بسیاری از منافع آن شامل بهبود فرآیند مدیریت کل سازمان فرآیند تصمیم گیری و خودکارسازی وظایف باعث ایجاد بهینه سازی در بسیاری از بخشها میشود (لی و همکاران، 2019 ).,"هوش مصنوعی / Artificial intelligence
کارایی بازاریابی / Marketing efficiency",
215,تاثیر هوش مصنوعی برای کاهش هزینه پروژه های ساختمانی,پیشنهاده,کارشناسی ارشد,1400,موسسه آموزش عالی پردیسان، گروه معماری، شهرسازی و هنر,علیرضا جاوید سولا,مهرداد مسعود نژاد,,استفاده از روش‌های هوش مصنوعی برای مدل‌سازی و پیش‌بینی مشکلات مهندسی عمران به دلیل مزایای قابل‌توجهی که دارد، رواج یافته است. از طرفی گستردگی تغییرات قیمت به دلایل مختلف و پیچیدگی بررسی هزینه های ساخت پروژه های مسکونی در پروژه های مختلف و همچنین یافتن پروژه های مختلف برای بررسی هزینه ها، ارائه مدلی برای برآورد را ضروری ساخته است. پیش بینی و مدل سازی بهای تمام شده پروژه های مسکونی بر اساس پارامترهای موثر مانند هزینه های اداری، خرید ابزار و تجهیزات و ... از پیچیدگی خاصی برخوردار است. از این رو هدف از انجام این پژوهش بررسی تاثیر هوش مصنوعی برای کاهش هزینه پروژه های ساختمانی بوده است. در این پژوهش از یکی از جدیدترین روش های داده محور یعنی مدل برنامه ریزی بیان ژن برای برآورد و پیش بینی هزینه های ساخت پروژه های ساختمانی استفاده شد. با توجه به پارامترهای آماری خطا در مرحله آموزش می توان بیان کرد که روش برنامه ریزی بیان ژن در مقایسه با شبکه عصبی مصنوعی و بردار پشتیبان عملکرد مناسب تری برای برآورد هزینه های ساخت و ساز پروژه های ساختمان های مسکونی دارد. علاوه بر این، عملکرد هر یک از روش‌ها در مرحله آزمون نشان می‌دهد که روشGEP در مورد معادلات غیر خطی، تخمین مناسب‌تری نسبت به روش‌های ANN وSVM برای هزینه ساخت پروژه های ساختمان مسکونی را داشته است. کلیدواژه: هوش مصنوعی، کاهش هزینه، پروژه ساختمانی، روش برنامه ریزی بیان ژن,"تاثیر هوش مصنوعی / The impact of artificial intelligence
کاهش هزینه پروژه های ساختمانی / Reducing the cost of construction projects
هوش مصنوعی / Artificial intelligence",
216,آینده پژوهی نقش هوش مصنوعی در برندسازی پویانمایی,پیشنهاده,کارشناسی ارشد,1403,دانشگاه صدا و سیمای جمهوری اسلامی ایران، دانشکده هنر,مرضیه صفدری,فاطمه مصدری,رضا سربخش,در عصر حاضر، فناوری‌های نوظهور به سرعت در حال تغییر و تحول صنایع مختلف هستند و هوش مصنوعی به عنوان یکی از پیشرفته‌ترین و تأثیرگذارترین فناوری‌ها، نقش بسزایی در این تحولات ایفا می‌کند. هوش مصنوعی با ارائه روش‌هایی برای شبیه‌سازی عملکردهای شناختی انسان، مانند یادگیری، حل مسئله و تصمیم‌گیری، توانسته است در حوزه‌های مختلفی از جمله تولید محتوا، تحلیل داده‌ها و بازاریابی، تحولات چشمگیری ایجاد کند. یکی از حوزه‌هایی که به طور ویژه تحت تأثیر این فناوری قرار گرفته، صنعت پویانمایی است. پویانمایی نه تنها به عنوان یک ابزار سرگرمی، بلکه به عنوان یک رسانه قدرتمند برای انتقال پیام‌ها و مفاهیم در جوامع مختلف شناخته می‌شود. با توجه به رشد روزافزون حجم داده‌ها و پیچیدگی رفتار مصرف‌کنندگان، تولیدکنندگان پویانمایی به دنبال ابزارهایی هستند که بتوانند به صورت دقیق و کارآمد نیازها و خواسته‌های مخاطبان خود را شناسایی و برآورده کنند. در این راستا، هوش مصنوعی به عنوان یک ابزار قدرتمند، امکان تحلیل داده‌های عظیم و ارائه بینش‌های عمیق در مورد رفتار مخاطبان را فراهم می‌کند. این فناوری می‌تواند به تولیدکنندگان کمک کند تا استراتژی‌های بازاریابی مؤثرتری طراحی کرده و محتوای شخصی‌سازی‌شده‌ای را ارائه دهند که به افزایش رضایت مخاطب و تقویت برند منجر شود. برندسازی در صنعت پویانمایی به عنوان یک فرآیند کلیدی برای موفقیت در بازار شناخته می‌شود. برندهای موفق قادرند هویت بصری قوی‌ای ایجاد کرده و ارتباط مؤثری با مخاطبان خود برقرار کنند. هوش مصنوعی با ارائه ابزارهای تحلیلی و پیش‌بینانه، می‌تواند به تولیدکنندگان کمک کند تا استراتژی‌های برندسازی خود را بهبود بخشند و در بازار رقابتی امروز موفق‌تر عمل کنند. با این حال، علیرغم پیشرفت‌های چشمگیر در این حوزه، تحقیقات جامعی در مورد کاربردهای خاص هوش مصنوعی در برندسازی پویانمایی انجام نشده است. این پژوهش با هدف پر کردن این خلأ و با استفاده از روش‌های کیفی و تحلیل محتوا، به بررسی نقش هوش مصنوعی در برندسازی پویانمایی می‌پردازد. در این راستا، با بررسی ادبیات موجود و مصاحبه با خبرگان حوزه پویانمایی و برندسازی، تلاش شده است تا روندهای نوظهور در این حوزه شناسایی و تحلیل شوند. نتایج این تحقیق می‌تواند به درک بهتر از تأثیرات هوش مصنوعی بر صنعت پویانمایی و ارائه راهکارهای عملی برای تولیدکنندگان کمک کند تا از این فناوری برای بهبود فرآیندهای تولید و برندسازی استفاده کنند.,"برندسازی ، پویانمایی ، هوش مصنوعی / Branding, Animation, A Intelligencertificial
برندسازی ، پویانمایی ، هوش مصنوعی / Branding, Animation, Artificial Intelligence",
217,مروری بر مدل‌های آموزش الکترونیک بر پایه الگوریتم های هوش مصنوعی,پارسا,کارشناسی ارشد,1403,موسسه آموزش عالی بهمنیار - کرمان، گروه کامپیوتر,فهیمه حسنی کبوترخانی,فرامرز صادقی,,"هوش مصنوعی نقش عمده‌ای در تحول صنعت آموزش از طریق یادگیری الکترونیکی ایفا می‌کند، که به موجب آن فرآیندهای آموزشی با دقت و شخصی‌سازی بیشتری همراه می‌شوند. علاوه بر این، هوش مصنوعی  ,می‌تواند به طور خودکار نقاط قوت و ضعف دانش‌آموزان را شناسایی کرده و منابع آموزشی متناسب با نیازهای آن‌ها را توصیه کند. توانایی هوش مصنوعی در مدیریت و تحلیل داده‌های بزرگ امکان دسترسی به بینش‌های آماری گسترده و به موقع را فراهم می‌آورد که می‌تواند به بهبود مستمر محیط‌های یادگیری و توسعه محتوای آموزشی کمک کند. از این رو، هوش مصنوعی نه تنها به عنوان یک عنصر تعیین‌کننده در پیشبرد اهداف آموزشی مدرن مطرح است، بلکه به عنوان یک ابزار اساسی در ارتقاء کیفیت و دسترسی عادلانه به آموزش در سطح جهانی شناخته می‌شود. در این پایان نامه ، ابتدا تعدادی از مقالات معتبر این حوزه که اخیرا در مجلات معتبر چاپ شده اند مورد بررسی قرار گرفتند و سپس دو مقاله مهم پژوهشی که به کاربرد فناوری‌های هوش مصنوعی در یادگیری الکترونیکی می‌پردازند، مورد بررسی قرار گرفته‌اند تا تاثیر و کاربرد آن‌ها در افزایش کارایی و اثربخشی آموزشی سنجیده شود. مقاله اول، کاربرد الگوریتم‌های یادگیری ماشین را در شناسایی الگوهای یادگیری دانش‌آموزان و انطباق محتوای آموزشی با نیازهای فردی آن‌ها مورد تجزیه و تحلیل قرار داده است. مقاله دوم به ارزیابی تأثیر سیستم‌های توصیه‌گر هوشمند بر مشارکت دانش‌آموزان در دوره‌های آموزشی و تأثیر آن بر نرخ تکمیل این دوره‌ها پرداخته است. نتایج این بررسی‌ها می‌توانند به مدرسان، طراحان آموزشی و پژوهشگران در حوزه فناوری آموزشی کمک کنند تا استراتژی‌های بهینه‌سازی شده‌ای را برای استفاده از هوش مصنوعی در بهبود فرآیندهای یادگیری تدوین و پیاده‌سازی نمایند، که در نهایت به ارتقاء کیفیت آموزشی و دسترسی عادلانه‌تر به منابع آموزشی کمک شایانی خواهد کرد.","هوش مصنوعی / Artificial intelligence
یادگیری الکترونیکی / elearning",
218,تاثیر هوش مصنوعی بر حقوق بشر ، بررسی موردی آزادی بیان و عقیده,پارسا,کارشناسی ارشد,1403,موسسه آموزش عالی کار قزوین، گروه حقوق,مرضیه گرجی,مجتبی افشار,,حقوقدانان تعاریف مختلفی از آزادی بیان ارائه نموده‌اند اما تعریف حقوقی و جامع‌تر آن است که: «آزادی بیان یعنی آزادی در ابراز عقیده، نظر و فکر اعم از اجتماعی، سیاسی، فلسفی یا مذهبی» مضافاً اینکه تمام متفکران به این مسأله قائلند که باید آزادی بیان در چارچوب مشخص بوده تا به حقوق دیگران لطمه وارد نیاورد. هوش مصنوعی دارای پتانسیل بسیار زیادی برای افزایش آزادی بیان از طریق دموکراتیک کردن دسترسی به اطلاعات، ایجاد اشکال جدید ارتباط و تقویت صداهای مختلف است . با این حال، این پتانسیل با خطرات قابل توجهی از جمله سانسور، نظارت و دستکاری اطلاعات همراه است . تعدیل خودکار محتوا، در حالی که با محتوای مضر مبارزه می کند، می تواند ناخواسته گفتار مشروع را سرکوب کند، و نظارت مبتنی بر هوش مصنوعی می تواند منجر به خودسانسوری و نقض حریم خصوصی شود. علاوه بر این ، انتشار اطلاعات نادرست و دروغپردازی های عمیق ، یکپارچگی گفتمان عمومی را تضعیف می کند. در این پایان نامه از یک رویکرد متعادل برای استقرار هوش مصنوعی بحث می شود و بر نیاز به چارچوب های نظارتی که از آزادی بیان محافظت می کند و شفافیت و مسئولیت پذیری را در اولویت قرار می دهد، تاکید می کند. همچنین بر اهمیت آموزش عمومی برای توانمندسازی افراد در تعامل انتقادی با فناوری های هوش مصنوعی تاکید می کند. در نهایت ، به این نتیجه می رسیم که با تقویت یک اکوسیستم هوش مصنوعی مسئولانه و اخلاقی ، می توانیم از قدرت دگرگون کننده هوش مصنوعی برای حمایت و گسترش آزادی بیان و در عین حال محافظت در برابر آسیب های احتمالی استفاده کنیم.,"ازادی بیان / freedom of expression
هوش مصنوعی / Artificial intelligence",
219,شناسایی و تحلیل سناریوهای آینده حکمرانی توسعه هوش مصنوعی در ایران,پیشنهاده,کارشناسی ارشد,1404,دانشگاه شهید بهشتی، پژوهشکده مطالعات بنیادین علم و فناوری,هانیه صادقی,علی اصغر سعد آبادی,,هوش مصنوعی با سرعتی فزاینده در حال تحول بخش های گوناگون اقتصادی اجتماعی و سیاسی است و به یکی از مهم ترین موضوعات حکمرانی در سطح ملی و بین المللی بدل شده است. توسعه این فناوری در کنار فرصت های گسترده برای نوآوری و پیشرفت، تهدیدات و مخاطراتی چون تبعیض الگوریتمی، تهدید حریم خصوصی، تغییر موازنه قدرت و چالش های اخلاقی و اجتماعی را به همراه دارد. در چنین شرایطی، حکمرانی توسعه هوش مصنوعی به ضرورتی راهبردی برای کشورها تبدیل شده است. این پژوهش با هدف شناسایی و تحلیل سناریوهای آینده حکمرانی توسعه هوش مصنوعی در ایران تا افق 1420 طراحی شده است. روش تحقیق کیفی، آینده نگر و مبتنی بر تحلیل سناریو و تحلیل محتوا است. داده ها از طریق بررسی اسناد سیاستی ملی و بین المللی، مرور پیشینه پژوهش و انجام مصاحبه های نیمه ساختار یافته با خبرگان گردآوری می شود. سپس عوامل کلیدی، پیشران ها و عدم قطعیت های اصلی شناسایی و سناریوهای محتمل، ممکن و مطلوب ترسیم خواهند شد. نتایج مورد انتظار این تحقیق، اراِِئه چهارچوبی برای تصمیم گیری راهبردی سیاست گذران تقویت ظرفیت های نظارتی و مشارکت ذینفعان در حکمرانی هوش مصنوعی و فراهم سازی زمینه برای توسعه پایدار و رقابت پذیری ایران در عرصه جهانی است. هوش مصنوعی به عنوان یکی از مهم ترین فناوری های تحول آفرین قرن حاضر، ابعاد گسترده ای از زندگی اجتماعی، اقتصادی و سیاسی را دستخوش تغییر کرده است. سرعت بالای پیشرفت این فناوری، فرصت های چشمگیری برای نوآوری بهره وری و توسعه فراهم آورده است. اما هم زمان تهدیداتی چون تبعیض الگوریتمی، نقض حریم شخصی، تضعیف کنترل انسانی و تمرکز قدرت در دست شرکت های بزرگ فناور را به همراه دارد. از این رو، موضوع حکمرانی بر توسعه و به کار گیری هوش مصنوعی به ضرورتی راهبردی برای کشورها تبدیل شده است.,"هوش مصنوعی / Artificial intelligence
آینده پژوهی / future studias",
220,ارزیابی و تحلیل پذیرش فناوری هوش مصنوعی در حسابداری مدیریت,پارسا,کارشناسی ارشد,1403,دانشگاه تبریز، پردیس بین‌المللی ارس,الهام عبدی,سجاد نقدی,وحید احمدیان,این پژوهش با هدف بررسی ارزیابی و تحلیل پذیرش فناوری هوش مصنوعی در حسابداری مدیریت صورت گرفته است. برای گردآوری داده‌ها از پرسشنامه‌ای (پیوست آخر فایل) شامل 21 پرسش با طیف لیکرت پنج درجه استفاده گردید. ابتدا پرسشنامه از دیدگاه خبرگان امر از نظر روایی محتوا تایید شد. سپس روایی سازه با استفاده از تکنیک تحلیل عاملی تاییدی نیز انجام شد. مقدار AVE تمامی متغیرها نیز بالای 5/0 بوده و روایی همگرا تایید شد. برای سنجش پایایی نیز ضریب آلفای کرونباخ و پایایی مرکب محاسبه گردید. ضریب آلفای کرونباخ و مقدار CR تمامی متغیرها نیز بالای 7/0 بدست آمده است. بنابراین پایایی پرسشنامه مطلوب ارزیابی گردیده است. جامعه آماری این تحقیق پژوهش کلیه حسابداران شرکتهای معتبر می باشد که به دلیل جامعه نامحدود نمونه نهایی با استفاده از فرمول کوکران 350 نفر بدست آمد. برای آزمون فرضیه‌های پژوهش از تکنیک حداقل مربعات جزئی و نرم‌افزار Smart Pls استفاده شده است. نتایج بدست آمده نشان داد سهولت استفاده ادراک شده برای استفاده از راه حل های هوش مصنوعی در حسابداری مدیریت تاثیر دارد. و سودمندی ادراک شده بر قصد رفتاری برای استفاده از راه حل های هوش مصنوعی در حسابداری مدیریت تاثیر دارد. همچنین قصد رفتاری بهره برداری از راه حل های هوش مصنوعی بر استفاده واقعی از راه حل های هوش مصنوعی در حسابداری مدیریت تاثیر دارد. و رضایت کاربران بر قصد رفتاری بهره برداری آتی از راه حل های هوش مصنوعی در حسابداری مدیریت تاثیر دارد.,"هوش مصنوعی / Artificial intelligence
سودمندی / usefulness",
221,مزایا و معایب فناوری های هوش مصنوعی در حوزه املاک و مستغلات,پیشنهاده,کارشناسی ارشد,1403,دانشگاه بین‌المللی امام رضا علیه‌السلام، پردیس رضوان,زینب عباس زاده,مصطفی محسنی ثانی,,هوش مصنوعی با تجزیه و تحلیل الگوهای مغز انسان و فرآیند شناختی و تکرار آنها در رایانه طراحی و توسعه پیدا کرده. املاک و مستغلات نیز به آرامی به سمت یک صنعت مبتنی بر داده سوق پیدا می‌کند؛ مانند بسیاری از صنایع دیگر که در حال تحول‌اند وهوش مصنوعی می‌تواند تاثیر قابل توجهی بر صنعت املاک و مستغلات داشته باشد. می‌توان از آن برای بهبود فرآیند بازاریابی، معاملات املاک، تجزیه و تحلیل برای تصمیم‌گیری دقیق‌تر، ثبت اسناد و املاک ،ارزیابی املاک و کمک به یافتن وام مسکن مناسب برای خریداران و جزئیاتی این‌چنینی استفاده کرد. هوش مصنوعی مبتنی بر قانون، از مجموعه ای از قوانین از پیش تعیین شده برای تصمیم گیری و تکمیل وظایف استفاده می کند. یادگیری ماشینی شامل آموزش کامپیوتر با استفاده از مقادیر زیادی داده و اجازه دادن به آن برای یادگیری و بهبود عملکرد خود در طول زمان است. پردازش زبان طبیعی (NLP) زیر شاخه ای از هوش مصنوعی است که بر تعامل بین رایانه و زبان انسان تمرکز دارد که ابزار اصلی تعامل انسان و AI است. توسعه و بکارگیری هوش مصنوعی در صنعت املاک و مستغلات هنوز در مراحل اولیه خود است به این دلیل که هنوز داده‌ها یا اطلاعات دقیق یا بستر اطلاعاتی کامل و متنوع برای این ماشین فراهم نشده است اما بزودی این اتفاق رخ خواهد داد زیرا روز‌به‌روز حجم داده‌های موجود در بخش املاک و مستغلات در حال افزایش است و رقابت در این صنعت سخت‌تر، از طرفی جذاب‌تر و با چالش‌های بسیاری همراه خواهد بود. در طرف مقابل فراوانی اطلاعات شرایط را برای تصمیم‌گیری و اقدام خریداران یا سرمایه‌گذران دشوارتر و به تبع آن ثبت و ضبط دقیق داده ها و اسناد مرتبط را پیچیده تر میکند که در چنین حالتی اولا هوش مصنوعی می‌تواند به افزایش دریافت سرنخ کمک ‌کند که اگر بخواهیم دریافت سرنخ را خیلی عامیانه تشریح کنیم یعنی: فایل از کجا بیاوریم؟ چه کسی فروشنده است؟ چه کسی مایل به خرید است؟ چگونه سریع تر داده ها و اسناد را بازیابی کنیم؟ مشتریان املاک به چه مواردی علاقه بیشتری دارند؟ وغیره.دوما فرآیند معاملات املاک تسهیل میشود و AIبا ساده سازی اطلاعات با سیستم های مبتنی بر NLPو فضاهایی مانند Drooms NXG به هنگام جست و جو به بسیاری از دغدغه های خریداران و معامله گران خاتمه میدهد. حال از آنجایی که نقش هوش مصنوعی در املاک و مستغلات انکار ناپذیر است و متخصصان حال و آینده باید برای فرایند و صنعتی حاضر شوند که هوش مصنوعی در آن استاندارد است فلذا در جهت این هدف فناوری هوش مصنوعی (AI) باید در دانشگاه ها آموزش داده شود. البته لازم به ذکر است که ظهور هوش مصنوعی در هر عرصه ای فاقد معایب نیست و حوزه املاک و مستغلات نیز از این ایرادات تبری نمیجوید مثلا هوش مصنوعی مانند هر فناوری جدید دیگری، درکنار مزایایی که دارد، نگرانی‌هایی نیز در مورد تأثیر منفی و تهدید آن برای جامعه ایجاد می‌کند زیرا می‌تواند بسیاری از وظایفی را که در حال حاضر توسط انسان انجام می‌شود، خودکار کند و منجر به جابجایی شغل در صنایع مختلف شود، که این امر درنهایت می‌تواند باعث اختلال اقتصادی و بی‌ثباتی اجتماعی، به ویژه برای کارگران در مشاغل کم مهارت گردد علاوه بر این، می‌تواند خطرات جدی حریم خصوصی، امنیتی و نگرانی‌های اخلاقی را نیز به همراه داشته باشد فلذا در این پایان نامه تلاش خواهد شد جوانب مثبت و منفی این پدیده مورد بررسی قرار گیرد.,"هوش مصنوعی / AI
املاک و مستغلات / REAL ESTATE",
222,قابلیت های هوش مصنوعی در حفاظت از حقوق بین الملل محیط زیست,پیشنهاده,کارشناسی ارشد,1403,دانشگاه پیام نور استان سمنان، مرکز پیام نور سمنان,زهرا گیلان پناه,محمدمهدی حسین مردی,,"چکیده هوش مصنوعی به‌عنوان یکی از پیشرفته‌ترین فناوری‌های نوظهور در دهه‌های اخیر، نقش فزاینده‌ای در حفاظت از محیط زیست و تحقق توسعه پایدار در سطح بین‌المللی ایفا می‌کند. این پژوهش با بهره‌گیری از روش توصیفی-تحلیلی و مرور نظام‌مند منابع علمی، مقالات و مطالعات موردی منتشرشده در بازه زمانی 2014 تا 2024، به بررسی ظرفیت‌ها، کارکردها و چالش‌های به‌کارگیری هوش مصنوعی در حوزه حقوق بین‌الملل محیط زیست می‌پردازد. یافته‌های پژوهش نشان می‌دهد که فناوری‌های مبتنی بر هوش مصنوعی، از جمله یادگیری ماشین، تحلیل کلان‌داده، سنجش از دور و پردازش تصاویر ماهواره‌ای، می‌توانند نقش مؤثری در بهینه‌سازی مصرف منابع طبیعی، پایش اکوسیستم‌ها، حفاظت از تنوع زیستی و کاهش آثار تغییرات اقلیمی ایفا نمایند. با این حال، چالش‌هایی نظیر خلأهای قانونی، مسائل اخلاقی، محدودیت‌های داده‌ای، زیرساخت‌های ناکافی و مخاطرات امنیت سایبری، موانع جدی در مسیر بهره‌برداری مسئولانه از این فناوری محسوب می‌شوند. در این پژوهش بر ضرورت تدوین چارچوب‌های حقوقی و اخلاقی منسجم، تقویت همکاری‌های بین‌المللی و میان‌رشته‌ای و توجه به اصول پیشگیری و احتیاط در استفاده از هوش مصنوعی تأکید شده است. نتایج تحقیق نشان می‌دهد که استفاده هدفمند و قانون‌مند از هوش مصنوعی می‌تواند به ارتقای اجرای حقوق بین‌الملل محیط زیست و تحقق اهداف توسعه پایدار سازمان ملل متحد کمک شایانی نماید. واژگان کلیدی: هوش مصنوعی، حقوق بین‌الملل محیط زیست، توسعه پایدار، حفاظت محیط زیست، تنظیم مقررات بیان مسأله فناوری‌های نوظهور، به‌ویژه هوش مصنوعی، ظرفیت آن را دارند که درک بشر از تعاملات پیچیده میان انسان و محیط زیست را به‌طور چشمگیری ارتقا دهند (Torrisiangura et al., 2024). در دهه‌های اخیر، افزایش شتابان تخریب محیط زیست، تغییرات اقلیمی و کاهش تنوع زیستی، ضرورت بهره‌گیری از ابزارهای فناورانه نوین را برای مقابله با این چالش‌ها دوچندان ساخته است. هوش مصنوعی، با توانایی تحلیل حجم عظیمی از داده‌ها و ارائه الگوهای پیش‌بینی‌کننده، می‌تواند در حوزه‌هایی نظیر مدیریت منابع طبیعی، پایش آلودگی‌ها، حفاظت از گونه‌های در معرض خطر و ارزیابی اثرات زیست‌محیطی نقش کلیدی ایفا کند. با وجود این ظرفیت‌ها، به‌کارگیری هوش مصنوعی در حفاظت از محیط زیست صرفاً یک تحول فناورانه نیست، بلکه مستلزم بازاندیشی در چارچوب‌های حقوقی و نهادی حاکم بر حقوق بین‌الملل محیط زیست است. قانون محیط زیست به‌طور سنتی بر یافته‌های علمی متکی بوده و همواره با تحولات فناورانه همگام شده است؛ با این حال، سرعت پیشرفت هوش مصنوعی موجب ایجاد چالش‌های جدیدی در زمینه مسئولیت‌پذیری، شفافیت، پاسخگویی و رعایت اصول بنیادین حقوق محیط زیست، از جمله اصل پیشگیری و اصل احتیاط، شده است (Geilhufe et al., 2021). مسئله اساسی این پژوهش، فقدان یک نظام حقوقی منسجم و هماهنگ در سطح بین‌المللی برای تنظیم توسعه و به‌کارگیری هوش مصنوعی در حوزه محیط زیست است. اگرچه اسناد و ابتکاراتی از سوی سازمان‌های بین‌المللی، از جمله یونسکو و سازمان ملل متحد، در زمینه اخلاق و حکمرانی هوش مصنوعی ارائه شده‌اند، اما این چارچوب‌ها غالباً فاقد توجه کافی به پیامدهای زیست‌محیطی هوش مصنوعی و الزامات خاص حقوق بین‌الملل محیط زیست هستند. ازاین‌رو، این پژوهش در پی آن است تا با تحلیل قابلیت‌ها و محدودیت‌های هوش مصنوعی، ضرورت تدوین قواعد حقوقی شفاف و مسئولیت‌محور را برای استفاده پایدار از این فناوری در حفاظت از محیط زیست تبیین نماید. روش تحقیق روش تحقیق در این پژوهش توصیفی-تحلیلی و از نوع کاربردی است. داده‌ها به روش کتابخانه‌ای و با استفاده از منابع علمی معتبر شامل کتاب‌ها، مقالات پژوهشی، پایان‌نامه‌ها و اسناد بین‌المللی گردآوری شده‌اند. همچنین از تحلیل منابع ثانویه به‌عنوان ابزار اصلی روش‌شناختی بهره گرفته شده است تا با بررسی نظام‌مند ادبیات موجود، شکاف‌های مفهومی و حقوقی در تقاطع هوش مصنوعی و حقوق بین‌الملل محیط زیست شناسایی شود.","هوش مصنوعی / adgjkdh
تشلنتیا / international law",
223,نوع شناسی کاربرد های هوش مصنوعی در رهبری سازمان,پارسا,کارشناسی ارشد,1403,دانشگاه مازندران، دانشکده علوم اقتصادی و اداری,هادی سراج,مرتضی موقر,محسن علیزاده ثانی,ظهور هوش مصنوعی در سال های اخیر تغییرات بسیاری را در سازمانها و در مدیریت کسب و کارها ایجاد و ابزار کارآمدی برای ایجاد ارزش در آنها گردیده است. تحقق این فناوری در قلمرو رهبری سازمانها هم میتواند منشا تاثیرات گوناگون باشد. هدف این پژوهش ، شناسایی قابلیت ها و کاربردهای هوش مصنوعی در چگونگی اعمال نفوذ ، تاثیرگذاری و به عبارتی رهبری نیروی انسانی در سازمان ها میباشد. در این پژوهش با استفاده از روش فراترکیب با بهره گیری از پروتکل PRISMA ، همچنین مصاحبه با خبرگان این حوزه چارچوبی برای مطالعات در باب نوع شناسی کاربردهای هوش مصنوعی در رهبری سازمان ارائه می دهیم. به این منظور، 1541 مقاله برگرفته از از پایگاه های اطلاعاتی اسکوپوس و وب آو ساینس ، در بازه زمانی سال های 2013 تا 2023 مورد بررسی و هفت خبره مورد مصاحبه قرار گرفتد. پس از انجام دو مرحله غربالگری، 30 پژوهش به عنوان مقاله با کیفیت بالا و متوسط جهت تحلیل عمیق تر شناسایی شدند. تعداد 164 کد یا مفهوم مرتبط با مؤلفه های رهبری سازمان که از مطالعه و بررسی مقالات و مصاحبه ها استخراج گشت، پس از فرایند مقایسه شباهت ها و تفاوت های آنها، در 55 تم دسته بندی گردیدند. سپس برمبنای شباهت معنایی و مفهومی، همچنین حوزه مشترک فعالیت این تم ها درقالب 17 مقوله اصلی دسته بندی شدند. نتایج حاصل از پژوهش حاکی ازآن بود که می توان از هوش مصنوعی تقریبا در تمامی بخش های رهبری سازمان از جمله نفوذ برافراد ، هدایت سازمان ، هماهنگی فعالیت ها ، افزایش مشارکت کارکنان و بهبود ارتباطات با کارکنان بهره گرفت و رهبران سازمان می توانند با سیاست گذاری مناسب و در نظر گرفتن جنبه های اخلاقی ، از هوش مصنوعی برای رهبری موفق تر در سازمان ها بهره گیرند.,"نوع شناسی / typology
هوش مصنوعی / Artificial intelligence
کاربردهای هوش‌ مصنوعی / applications of artificial intelligence
رهبری / Leadership
سازمان / organization",
